month,town,flat_type,block,street_name,storey_range,flat_model,lease_commence_date,remaining_lease,resale_price,,,,,,,,
2019-08,BISHAN,5 ROOM,273B,BISHAN ST 24,22 TO 24,DBSS,2011,90 years 11 months,1065000,,,,,,,,
2019-08,BISHAN,5 ROOM,275A,BISHAN ST 24,19 TO 21,DBSS,2011,90 years 11 months,1000000,,,,,,,,
2019-08,BISHAN,5 ROOM,303,SHUNFU RD,01 TO 03,Improved,1985,64 years 07 months,750000,,,,,,,,
2019-08,BISHAN,5 ROOM,312,SHUNFU RD,04 TO 06,Improved,1985,64 years 10 months,680000,,,,,,,,
2019-08,BISHAN,EXECUTIVE,119,BISHAN ST 12,13 TO 15,Apartment,1987,66 years 10 months,850000,,,,,,,,
2019-08,BISHAN,EXECUTIVE,174,BISHAN ST 13,01 TO 03,Maisonette,1986,66 years 03 months,795000,,,,,,,,
2019-08,BISHAN,EXECUTIVE,187,BISHAN ST 13,04 TO 06,Maisonette,1987,66 years 06 months,873000,,,,,,,,
2019-08,BISHAN,EXECUTIVE,201,BISHAN ST 23,01 TO 03,Maisonette,1992,71 years 09 months,808000,,,,,,,,
2019-08,BISHAN,EXECUTIVE,401,SIN MING AVE,01 TO 03,Maisonette,1985,65 years 03 months,905000,,,,,,,,
2019-09,BISHAN,3 ROOM,108,BISHAN ST 12,01 TO 03,Simplified,1985,65 years 01 month,386100,,,,,,,,
2019-09,BISHAN,3 ROOM,195,BISHAN ST 13,07 TO 09,Simplified,1988,67 years 05 months,410000,,,,,,,,
2019-09,BISHAN,3 ROOM,304,SHUNFU RD,07 TO 09,New Generation,1985,64 years 06 months,390000,,,,,,,,
2019-09,BISHAN,4 ROOM,130,BISHAN ST 12,04 TO 06,Model A,1986,65 years 06 months,550000,,,,,,,,
2019-09,BISHAN,4 ROOM,106,BISHAN ST 12,10 TO 12,Simplified,1985,65 years 03 months,525000,,,,,,,,
2019-09,BISHAN,4 ROOM,113,BISHAN ST 12,07 TO 09,Model A,1986,65 years 04 months,620000,,,,,,,,
2019-09,BISHAN,4 ROOM,188,BISHAN ST 13,10 TO 12,Simplified,1988,67 years 06 months,572000,,,,,,,,
2019-09,BISHAN,4 ROOM,271,BISHAN ST 24,07 TO 09,Model A,1992,71 years 11 months,556000,,,,,,,,
2019-09,BISHAN,4 ROOM,273A,BISHAN ST 24,40 TO 42,DBSS,2011,90 years 11 months,900000,,,,,,,,
2019-09,BISHAN,4 ROOM,441,SIN MING AVE,10 TO 12,Model A,1990,69 years 06 months,573000,,,,,,,,
2019-09,BISHAN,4 ROOM,407,SIN MING AVE,10 TO 12,Simplified,1986,65 years 11 months,508000,,,,,,,,
2019-09,BISHAN,4 ROOM,454,SIN MING AVE,04 TO 06,Model A,1989,69 years 02 months,500000,,,,,,,,
2019-09,BISHAN,4 ROOM,454,SIN MING AVE,07 TO 09,Model A,1989,69 years 02 months,560000,,,,,,,,
2019-09,BISHAN,5 ROOM,124,BISHAN ST 12,04 TO 06,Improved,1987,66 years 09 months,650000,,,,,,,,
2019-09,BISHAN,5 ROOM,155,BISHAN ST 13,19 TO 21,Improved,1987,67 years 03 months,738000,,,,,,,,
2019-09,BISHAN,5 ROOM,161,BISHAN ST 13,16 TO 18,Improved,1988,67 years 10 months,735000,,,,,,,,
2019-09,BISHAN,5 ROOM,153,BISHAN ST 13,01 TO 03,Improved,1987,67 years 01 month,638000,,,,,,,,
2019-09,BISHAN,5 ROOM,190,BISHAN ST 13,16 TO 18,Improved,1987,66 years 04 months,850000,,,,,,,,
2019-09,BISHAN,5 ROOM,235,BISHAN ST 22,07 TO 09,Model A,1992,71 years 08 months,788000,,,,,,,,
2019-09,BISHAN,5 ROOM,203,BISHAN ST 23,07 TO 09,Model A,1992,71 years 08 months,770000,,,,,,,,
2019-09,BISHAN,5 ROOM,225,BISHAN ST 23,04 TO 06,Model A,1992,71 years 11 months,665000,,,,,,,,
2019-09,BISHAN,5 ROOM,223,BISHAN ST 23,07 TO 09,Improved,1992,71 years 11 months,850000,,,,,,,,
2019-09,BISHAN,5 ROOM,310,SHUNFU RD,04 TO 06,Improved,1984,64 years 04 months,690000,,,,,,,,
2019-09,BISHAN,5 ROOM,303,SHUNFU RD,10 TO 12,Improved,1985,64 years 06 months,728000,,,,,,,,
2019-09,BISHAN,5 ROOM,408,SIN MING AVE,04 TO 06,Improved,1986,65 years 10 months,630000,,,,,,,,
2019-09,BISHAN,5 ROOM,405,SIN MING AVE,22 TO 24,Improved,1986,65 years 10 months,700000,,,,,,,,
2019-09,BISHAN,5 ROOM,402,SIN MING AVE,16 TO 18,Improved,1986,65 years 04 months,680000,,,,,,,,
2019-09,BISHAN,5 ROOM,454,SIN MING AVE,01 TO 03,Improved,1989,69 years 03 months,600000,,,,,,,,
2019-09,BISHAN,5 ROOM,405,SIN MING AVE,13 TO 15,Improved,1986,65 years 09 months,657700,,,,,,,,
2019-09,BISHAN,5 ROOM,22,SIN MING RD,10 TO 12,Adjoined flat,1973,53 years 01 month,473000,,,,,,,,
2019-09,BISHAN,EXECUTIVE,134,BISHAN ST 12,07 TO 09,Maisonette,1986,66 years 02 months,840000,,,,,,,,
2019-09,BISHAN,EXECUTIVE,187,BISHAN ST 13,01 TO 03,Maisonette,1987,66 years 05 months,838888,,,,,,,,
2019-09,BISHAN,EXECUTIVE,261,BISHAN ST 22,10 TO 12,Maisonette,1992,71 years 10 months,830000,,,,,,,,
2019-09,BISHAN,EXECUTIVE,218,BISHAN ST 23,01 TO 03,Maisonette,1992,71 years 07 months,800000,,,,,,,,
2019-09,BISHAN,EXECUTIVE,301,SHUNFU RD,07 TO 09,Maisonette,1985,64 years 10 months,1040000,,,,,,,,
2019-10,BISHAN,3 ROOM,307,SHUNFU RD,07 TO 09,New Generation,1985,64 years 06 months,405000,,,,,,,,
2019-10,BISHAN,3 ROOM,309,SHUNFU RD,07 TO 09,New Generation,1984,64 years 01 month,385000,,,,,,,,
2019-10,BISHAN,3 ROOM,403,SIN MING AVE,10 TO 12,Simplified,1986,65 years 10 months,390000,,,,,,,,
2019-10,BISHAN,4 ROOM,145,BISHAN ST 11,10 TO 12,Simplified,1987,67 years 01 month,448000,,,,,,,,
2019-10,BISHAN,4 ROOM,131,BISHAN ST 12,10 TO 12,Model A,1986,65 years 04 months,580000,,,,,,,,
2019-10,BISHAN,4 ROOM,115,BISHAN ST 12,01 TO 03,Model A,1986,65 years 04 months,572000,,,,,,,,
2019-10,BISHAN,4 ROOM,107,BISHAN ST 12,07 TO 09,Simplified,1985,65 years 01 month,500000,,,,,,,,
2019-10,BISHAN,4 ROOM,143,BISHAN ST 12,01 TO 03,Model A,1988,67 years 07 months,480000,,,,,,,,
2019-10,BISHAN,4 ROOM,112,BISHAN ST 12,01 TO 03,Model A,1985,64 years 08 months,460000,,,,,,,,
2019-10,BISHAN,4 ROOM,172,BISHAN ST 13,04 TO 06,Simplified,1987,67 years 03 months,458000,,,,,,,,
2019-10,BISHAN,4 ROOM,154,BISHAN ST 13,01 TO 03,Simplified,1987,67 years 03 months,395000,,,,,,,,
2019-10,BISHAN,4 ROOM,262,BISHAN ST 22,07 TO 09,Model A,1992,71 years 10 months,606888,,,,,,,,
2019-10,BISHAN,4 ROOM,243,BISHAN ST 22,19 TO 21,Model A,1992,71 years 10 months,640000,,,,,,,,
2019-10,BISHAN,4 ROOM,256,BISHAN ST 22,01 TO 03,Model A,1992,71 years 10 months,548000,,,,,,,,
2019-10,BISHAN,4 ROOM,263,BISHAN ST 22,07 TO 09,Model A,1992,71 years 10 months,528000,,,,,,,,
2019-10,BISHAN,4 ROOM,248,BISHAN ST 22,07 TO 09,Model A,1992,71 years 10 months,580000,,,,,,,,
2019-10,BISHAN,4 ROOM,249,BISHAN ST 22,04 TO 06,Model A,1992,71 years 10 months,562000,,,,,,,,
2019-10,BISHAN,4 ROOM,260,BISHAN ST 22,07 TO 09,Model A,1992,71 years 09 months,568000,,,,,,,,
2019-10,BISHAN,4 ROOM,255,BISHAN ST 22,16 TO 18,Model A,1992,71 years 10 months,602000,,,,,,,,
2019-10,BISHAN,4 ROOM,206,BISHAN ST 23,01 TO 03,Model A,1992,71 years 08 months,520000,,,,,,,,
2019-10,BISHAN,4 ROOM,230,BISHAN ST 23,01 TO 03,Model A,1992,71 years 07 months,566000,,,,,,,,
2019-10,BISHAN,4 ROOM,226,BISHAN ST 23,01 TO 03,Model A,1992,71 years 07 months,560000,,,,,,,,
2019-10,BISHAN,4 ROOM,228,BISHAN ST 23,07 TO 09,Model A,1992,71 years 07 months,570000,,,,,,,,
2019-10,BISHAN,4 ROOM,268,BISHAN ST 24,01 TO 03,Model A,1992,71 years 10 months,480000,,,,,,,,
2019-10,BISHAN,4 ROOM,307,SHUNFU RD,04 TO 06,New Generation,1985,64 years 06 months,535888,,,,,,,,
2019-10,BISHAN,4 ROOM,313,SHUNFU RD,04 TO 06,New Generation,1985,64 years 08 months,514000,,,,,,,,
2019-10,BISHAN,4 ROOM,403,SIN MING AVE,10 TO 12,Simplified,1986,65 years 10 months,530000,,,,,,,,
2019-10,BISHAN,4 ROOM,25,SIN MING RD,04 TO 06,Improved,1974,53 years 09 months,328000,,,,,,,,
2019-10,BISHAN,5 ROOM,102,BISHAN ST 12,13 TO 15,Improved,1987,66 years 03 months,748000,,,,,,,,
2019-10,BISHAN,5 ROOM,128,BISHAN ST 12,19 TO 21,Improved,1987,66 years 04 months,765000,,,,,,,,
2019-10,BISHAN,5 ROOM,170,BISHAN ST 13,07 TO 09,Improved,1987,66 years 11 months,698000,,,,,,,,
2019-10,BISHAN,5 ROOM,161,BISHAN ST 13,04 TO 06,Improved,1988,67 years 09 months,690000,,,,,,,,
2019-10,BISHAN,5 ROOM,255,BISHAN ST 22,10 TO 12,Model A,1992,71 years 10 months,750000,,,,,,,,
2019-10,BISHAN,5 ROOM,293,BISHAN ST 22,16 TO 18,Premium Apartment,1998,77 years 08 months,821888,,,,,,,,
2019-10,BISHAN,5 ROOM,242,BISHAN ST 22,04 TO 06,Model A,1992,71 years 10 months,865000,,,,,,,,
2019-10,BISHAN,5 ROOM,207,BISHAN ST 23,16 TO 18,Model A,1992,71 years 07 months,795000,,,,,,,,
2019-10,BISHAN,5 ROOM,450,SIN MING AVE,19 TO 21,Improved,1989,69 years 02 months,780000,,,,,,,,
2019-10,BISHAN,5 ROOM,445,SIN MING AVE,07 TO 09,Improved,1990,69 years 03 months,680000,,,,,,,,
2019-10,BISHAN,MULTI-GENERATION,137,BISHAN ST 12,01 TO 03,Multi Generation,1987,66 years 08 months,905000,,,,,,,,
2019-11,BISHAN,3 ROOM,121,BISHAN ST 12,01 TO 03,Simplified,1986,65 years 08 months,375000,,,,,,,,
2019-11,BISHAN,3 ROOM,306,SHUNFU RD,01 TO 03,New Generation,1985,64 years 02 months,380000,,,,,,,,
2019-11,BISHAN,3 ROOM,24,SIN MING RD,10 TO 12,Improved,1973,53 years,270000,,,,,,,,
2019-11,BISHAN,3 ROOM,22,SIN MING RD,07 TO 09,Improved,1973,52 years 11 months,265000,,,,,,,,
2019-11,BISHAN,4 ROOM,506,BISHAN ST 11,07 TO 09,Model A,1989,68 years 10 months,723000,,,,,,,,
2019-11,BISHAN,4 ROOM,145,BISHAN ST 11,10 TO 12,Simplified,1987,67 years,450000,,,,,,,,
2019-11,BISHAN,4 ROOM,113,BISHAN ST 12,01 TO 03,Simplified,1986,65 years 02 months,445000,,,,,,,,
2019-11,BISHAN,4 ROOM,114,BISHAN ST 12,04 TO 06,Simplified,1986,65 years 02 months,475000,,,,,,,,
2019-11,BISHAN,4 ROOM,175,BISHAN ST 13,04 TO 06,Model A,1987,66 years 10 months,475000,,,,,,,,
2019-11,BISHAN,4 ROOM,181,BISHAN ST 13,10 TO 12,Simplified,1987,66 years 03 months,540000,,,,,,,,
2019-11,BISHAN,4 ROOM,172,BISHAN ST 13,04 TO 06,Simplified,1987,67 years 01 month,448000,,,,,,,,
2019-11,BISHAN,4 ROOM,236,BISHAN ST 22,01 TO 03,Model A,1992,71 years 06 months,488000,,,,,,,,
2019-11,BISHAN,4 ROOM,263,BISHAN ST 22,01 TO 03,Model A,1992,71 years 09 months,590000,,,,,,,,
2019-11,BISHAN,4 ROOM,239,BISHAN ST 22,10 TO 12,Model A,1992,71 years 09 months,590000,,,,,,,,
2019-11,BISHAN,4 ROOM,234,BISHAN ST 22,10 TO 12,Model A,1992,71 years 05 months,595000,,,,,,,,
2019-11,BISHAN,4 ROOM,260,BISHAN ST 22,07 TO 09,Model A,1992,71 years 08 months,558000,,,,,,,,
2019-11,BISHAN,4 ROOM,204,BISHAN ST 23,10 TO 12,Model A,1992,71 years 06 months,620000,,,,,,,,
2019-11,BISHAN,4 ROOM,207,BISHAN ST 23,01 TO 03,Model A,1992,71 years 06 months,570000,,,,,,,,
2019-11,BISHAN,4 ROOM,290,BISHAN ST 24,19 TO 21,Premium Apartment,1998,77 years 07 months,693000,,,,,,,,
2019-11,BISHAN,4 ROOM,267,BISHAN ST 24,10 TO 12,Model A,1992,71 years 09 months,560000,,,,,,,,
2019-11,BISHAN,4 ROOM,272,BISHAN ST 24,10 TO 12,Model A,1992,71 years 09 months,460000,,,,,,,,
2019-11,BISHAN,4 ROOM,455,SIN MING AVE,04 TO 06,Model A,1990,69 years 03 months,562000,,,,,,,,
2019-11,BISHAN,5 ROOM,140,BISHAN ST 12,04 TO 06,Improved,1988,67 years 10 months,648888,,,,,,,,
2019-11,BISHAN,5 ROOM,138,BISHAN ST 12,04 TO 06,Improved,1987,66 years 08 months,675000,,,,,,,,
2019-11,BISHAN,5 ROOM,157,BISHAN ST 13,19 TO 21,Improved,1988,67 years 03 months,800000,,,,,,,,
2019-11,BISHAN,5 ROOM,165,BISHAN ST 13,13 TO 15,Improved,1988,67 years 11 months,755000,,,,,,,,
2019-11,BISHAN,5 ROOM,164,BISHAN ST 13,01 TO 03,Improved,1988,67 years 08 months,705000,,,,,,,,
2019-11,BISHAN,5 ROOM,181,BISHAN ST 13,07 TO 09,Improved,1987,66 years 03 months,720000,,,,,,,,
2019-11,BISHAN,5 ROOM,154,BISHAN ST 13,04 TO 06,Improved,1987,67 years 01 month,690000,,,,,,,,
2019-11,BISHAN,5 ROOM,221,BISHAN ST 23,04 TO 06,Improved,1992,71 years 09 months,820000,,,,,,,,
2019-11,BISHAN,5 ROOM,275A,BISHAN ST 24,07 TO 09,DBSS,2011,90 years 09 months,988000,,,,,,,,
2019-11,BISHAN,5 ROOM,448,BRIGHT HILL DR,07 TO 09,Improved,1990,69 years 05 months,698000,,,,,,,,
2019-11,BISHAN,EXECUTIVE,186,BISHAN ST 13,10 TO 12,Maisonette,1987,66 years 09 months,925000,,,,,,,,
2019-11,BISHAN,EXECUTIVE,174,BISHAN ST 13,01 TO 03,Maisonette,1986,66 years,802888,,,,,,,,
2019-11,BISHAN,EXECUTIVE,201,BISHAN ST 23,04 TO 06,Maisonette,1992,71 years 06 months,880000,,,,,,,,
2019-11,BISHAN,MULTI-GENERATION,137,BISHAN ST 12,10 TO 12,Multi Generation,1987,66 years 07 months,988888,,,,,,,,
2019-12,BISHAN,3 ROOM,171,BISHAN ST 13,04 TO 06,Simplified,1988,67 years 01 month,381800,,,,,,,,
2019-12,BISHAN,3 ROOM,24,SIN MING RD,07 TO 09,Improved,1973,52 years 10 months,257000,,,,,,,,
2019-12,BISHAN,4 ROOM,149,BISHAN ST 11,04 TO 06,Simplified,1987,66 years 01 month,415000,,,,,,,,
2019-12,BISHAN,4 ROOM,113,BISHAN ST 12,07 TO 09,Model A,1986,65 years 01 month,650000,,,,,,,,
2019-12,BISHAN,4 ROOM,115,BISHAN ST 12,04 TO 06,Model A,1986,65 years 01 month,630000,,,,,,,,
2019-12,BISHAN,4 ROOM,130,BISHAN ST 12,07 TO 09,Simplified,1986,65 years 02 months,460000,,,,,,,,
2019-12,BISHAN,4 ROOM,113,BISHAN ST 12,04 TO 06,Model A,1986,65 years 01 month,615000,,,,,,,,
2019-12,BISHAN,4 ROOM,114,BISHAN ST 12,07 TO 09,Simplified,1986,65 years 01 month,518000,,,,,,,,
2019-12,BISHAN,4 ROOM,196,BISHAN ST 13,01 TO 03,Simplified,1987,66 years 02 months,450000,,,,,,,,
2019-12,BISHAN,4 ROOM,175,BISHAN ST 13,01 TO 03,Simplified,1987,66 years 09 months,502000,,,,,,,,
2019-12,BISHAN,4 ROOM,255,BISHAN ST 22,13 TO 15,Model A,1992,71 years 08 months,588000,,,,,,,,
2019-12,BISHAN,4 ROOM,254,BISHAN ST 22,10 TO 12,Model A,1992,71 years 08 months,600000,,,,,,,,
2019-12,BISHAN,4 ROOM,249,BISHAN ST 22,04 TO 06,Model A,1992,71 years 08 months,585000,,,,,,,,
2019-12,BISHAN,4 ROOM,232,BISHAN ST 22,01 TO 03,Model A,1992,71 years 05 months,503000,,,,,,,,
2019-12,BISHAN,4 ROOM,260,BISHAN ST 22,13 TO 15,Model A,1992,71 years 08 months,608000,,,,,,,,
2019-12,BISHAN,4 ROOM,234,BISHAN ST 22,04 TO 06,Model A,1992,71 years 04 months,560000,,,,,,,,
2019-12,BISHAN,4 ROOM,292,BISHAN ST 22,04 TO 06,Premium Apartment,1998,77 years 06 months,580000,,,,,,,,
2019-12,BISHAN,4 ROOM,285,BISHAN ST 22,04 TO 06,Model A,1992,71 years 08 months,630000,,,,,,,,
2019-12,BISHAN,4 ROOM,275A,BISHAN ST 24,40 TO 42,DBSS,2011,90 years 09 months,980000,,,,,,,,
2019-12,BISHAN,4 ROOM,264,BISHAN ST 24,01 TO 03,Model A,1992,71 years 08 months,540000,,,,,,,,
2019-12,BISHAN,4 ROOM,313,SHUNFU RD,04 TO 06,New Generation,1985,64 years 07 months,500000,,,,,,,,
2019-12,BISHAN,4 ROOM,313,SHUNFU RD,07 TO 09,New Generation,1985,64 years 07 months,528000,,,,,,,,
2019-12,BISHAN,4 ROOM,455,SIN MING AVE,10 TO 12,Model A,1990,69 years 02 months,560000,,,,,,,,
2019-12,BISHAN,4 ROOM,25,SIN MING RD,10 TO 12,Improved,1974,53 years 07 months,380000,,,,,,,,
2019-12,BISHAN,5 ROOM,128,BISHAN ST 12,19 TO 21,Improved,1987,66 years 03 months,765000,,,,,,,,
2019-12,BISHAN,5 ROOM,117,BISHAN ST 12,04 TO 06,Improved,1987,66 years 07 months,700000,,,,,,,,
2019-12,BISHAN,5 ROOM,125,BISHAN ST 12,07 TO 09,Improved,1987,66 years 06 months,665000,,,,,,,,
2019-12,BISHAN,5 ROOM,190,BISHAN ST 13,16 TO 18,Improved,1987,66 years 01 month,670000,,,,,,,,
2019-12,BISHAN,5 ROOM,167,BISHAN ST 13,07 TO 09,Improved,1988,67 years 09 months,658000,,,,,,,,
2019-12,BISHAN,5 ROOM,161,BISHAN ST 13,16 TO 18,Improved,1988,67 years 07 months,788000,,,,,,,,
2019-12,BISHAN,5 ROOM,291,BISHAN ST 24,19 TO 21,Premium Apartment,1998,77 years 06 months,760000,,,,,,,,
2019-12,BISHAN,5 ROOM,310,SHUNFU RD,10 TO 12,Improved,1984,64 years,728888,,,,,,,,
2019-12,BISHAN,EXECUTIVE,201,BISHAN ST 23,07 TO 09,Maisonette,1992,71 years 05 months,890000,,,,,,,,
2019-12,BISHAN,EXECUTIVE,444,SIN MING AVE,22 TO 24,Maisonette,1990,69 years 02 months,1010000,,,,,,,,
2020-01,BISHAN,3 ROOM,115,BISHAN ST 12,04 TO 06,Simplified,1986,65 years,387000,,,,,,,,
2020-01,BISHAN,3 ROOM,195,BISHAN ST 13,01 TO 03,Simplified,1988,67 years,328000,,,,,,,,
2020-01,BISHAN,3 ROOM,313,SHUNFU RD,01 TO 03,New Generation,1985,64 years 05 months,373000,,,,,,,,
2020-01,BISHAN,4 ROOM,150A,BISHAN ST 11,01 TO 03,Simplified,1989,68 years,392000,,,,,,,,
2020-01,BISHAN,4 ROOM,151,BISHAN ST 11,04 TO 06,Simplified,1989,68 years 02 months,420000,,,,,,,,
2020-01,BISHAN,4 ROOM,112,BISHAN ST 12,04 TO 06,Simplified,1985,64 years 05 months,480000,,,,,,,,
2020-01,BISHAN,4 ROOM,112,BISHAN ST 12,04 TO 06,Simplified,1985,64 years 06 months,510000,,,,,,,,
2020-01,BISHAN,4 ROOM,127,BISHAN ST 12,07 TO 09,Simplified,1986,65 years 11 months,472000,,,,,,,,
2020-01,BISHAN,4 ROOM,144,BISHAN ST 12,07 TO 09,Model A,1988,67 years 07 months,480000,,,,,,,,
2020-01,BISHAN,4 ROOM,141,BISHAN ST 12,07 TO 09,Simplified,1988,67 years 07 months,440000,,,,,,,,
2020-01,BISHAN,4 ROOM,122,BISHAN ST 12,07 TO 09,Simplified,1986,65 years 01 month,510000,,,,,,,,
2020-01,BISHAN,4 ROOM,115,BISHAN ST 12,01 TO 03,Model A,1986,65 years,590000,,,,,,,,
2020-01,BISHAN,4 ROOM,195,BISHAN ST 13,04 TO 06,Simplified,1988,67 years 01 month,445000,,,,,,,,
2020-01,BISHAN,4 ROOM,253,BISHAN ST 22,01 TO 03,Model A,1992,71 years 07 months,555000,,,,,,,,
2020-01,BISHAN,4 ROOM,236,BISHAN ST 22,04 TO 06,Model A,1992,71 years 04 months,508000,,,,,,,,
2020-01,BISHAN,4 ROOM,235,BISHAN ST 22,10 TO 12,Model A,1992,71 years 03 months,600000,,,,,,,,
2020-01,BISHAN,4 ROOM,285,BISHAN ST 22,13 TO 15,Model A,1992,71 years 06 months,670000,,,,,,,,
2020-01,BISHAN,4 ROOM,226,BISHAN ST 23,07 TO 09,Model A,1992,71 years 03 months,555000,,,,,,,,
2020-01,BISHAN,4 ROOM,214,BISHAN ST 23,04 TO 06,Model A,1992,71 years 03 months,485000,,,,,,,,
2020-01,BISHAN,4 ROOM,273A,BISHAN ST 24,28 TO 30,DBSS,2011,90 years 08 months,888888,,,,,,,,
2020-01,BISHAN,5 ROOM,103,BISHAN ST 12,04 TO 06,Improved,1986,65 years 10 months,690000,,,,,,,,
2020-01,BISHAN,5 ROOM,124,BISHAN ST 12,01 TO 03,Improved,1987,66 years 05 months,650000,,,,,,,,
2020-01,BISHAN,5 ROOM,101,BISHAN ST 12,01 TO 03,Improved,1987,66 years,672000,,,,,,,,
2020-01,BISHAN,5 ROOM,155,BISHAN ST 13,13 TO 15,Improved,1987,66 years 11 months,707000,,,,,,,,
2020-01,BISHAN,5 ROOM,165,BISHAN ST 13,13 TO 15,Improved,1988,67 years 08 months,640000,,,,,,,,
2020-01,BISHAN,5 ROOM,155,BISHAN ST 13,10 TO 12,Improved,1987,66 years 10 months,780000,,,,,,,,
2020-01,BISHAN,5 ROOM,166,BISHAN ST 13,01 TO 03,Improved,1987,66 years 11 months,685000,,,,,,,,
2020-01,BISHAN,5 ROOM,226,BISHAN ST 23,10 TO 12,Model A,1992,71 years 04 months,800000,,,,,,,,
2020-01,BISHAN,5 ROOM,214,BISHAN ST 23,04 TO 06,Model A,1992,71 years 03 months,698000,,,,,,,,
2020-01,BISHAN,5 ROOM,291,BISHAN ST 24,07 TO 09,Premium Apartment,1998,77 years 05 months,690000,,,,,,,,
2020-01,BISHAN,5 ROOM,273A,BISHAN ST 24,13 TO 15,DBSS,2011,90 years 07 months,860000,,,,,,,,
2020-01,BISHAN,5 ROOM,443,SIN MING AVE,04 TO 06,Improved,1990,69 years 01 month,690000,,,,,,,,
2020-01,BISHAN,5 ROOM,450,SIN MING AVE,10 TO 12,Improved,1989,69 years,700000,,,,,,,,
2020-01,BISHAN,5 ROOM,444,SIN MING AVE,10 TO 12,Improved,1990,69 years 01 month,690000,,,,,,,,
2020-01,BISHAN,EXECUTIVE,134,BISHAN ST 12,01 TO 03,Apartment,1986,65 years 10 months,780000,,,,,,,,
2020-01,BISHAN,EXECUTIVE,187,BISHAN ST 13,04 TO 06,Maisonette,1987,66 years 01 month,940000,,,,,,,,
2020-01,BISHAN,EXECUTIVE,187,BISHAN ST 13,01 TO 03,Apartment,1987,66 years 01 month,850000,,,,,,,,
2020-01,BISHAN,EXECUTIVE,261,BISHAN ST 22,04 TO 06,Maisonette,1992,71 years 07 months,880000,,,,,,,,
2020-01,BISHAN,EXECUTIVE,238,BISHAN ST 22,04 TO 06,Maisonette,1992,71 years 06 months,815000,,,,,,,,
2020-01,BISHAN,EXECUTIVE,212,BISHAN ST 23,04 TO 06,Maisonette,1992,71 years 03 months,913000,,,,,,,,
2020-02,BISHAN,3 ROOM,176,BISHAN ST 13,04 TO 06,Simplified,1988,67 years 02 months,380000,,,,,,,,
2020-02,BISHAN,4 ROOM,122,BISHAN ST 12,07 TO 09,Model A,1986,65 years,592500,,,,,,,,
2020-02,BISHAN,4 ROOM,111,BISHAN ST 12,07 TO 09,Model A,1986,64 years 11 months,640000,,,,,,,,
2020-02,BISHAN,4 ROOM,111,BISHAN ST 12,04 TO 06,Simplified,1986,64 years 11 months,450000,,,,,,,,
2020-02,BISHAN,4 ROOM,130,BISHAN ST 12,01 TO 03,Model A,1986,65 years,550000,,,,,,,,
2020-02,BISHAN,4 ROOM,185,BISHAN ST 13,07 TO 09,Simplified,1988,67 years 02 months,572500,,,,,,,,
2020-02,BISHAN,4 ROOM,255,BISHAN ST 22,04 TO 06,Model A,1992,71 years 06 months,590000,,,,,,,,
