month,town,flat_type,block,street_name,storey_range,flat_model,lease_commence_date,remaining_lease,resale_price,,,,,,,,
2020-02,BISHAN,4 ROOM,243,BISHAN ST 22,19 TO 21,Model A,1992,71 years 06 months,680000,,,,,,,,
2020-02,BISHAN,4 ROOM,250,BISHAN ST 22,10 TO 12,Model A,1992,71 years 05 months,550000,,,,,,,,
2020-02,BISHAN,4 ROOM,235,BISHAN ST 22,01 TO 03,Model A,1992,71 years 02 months,550000,,,,,,,,
2020-02,BISHAN,4 ROOM,226,BISHAN ST 23,04 TO 06,Model A,1992,71 years 03 months,468000,,,,,,,,
2020-02,BISHAN,4 ROOM,287,BISHAN ST 24,01 TO 03,Model A,1992,71 years 06 months,475000,,,,,,,,
2020-02,BISHAN,4 ROOM,288,BISHAN ST 24,10 TO 12,Premium Apartment,1998,77 years 04 months,615000,,,,,,,,
2020-02,BISHAN,4 ROOM,272,BISHAN ST 24,10 TO 12,Model A,1992,71 years 05 months,510000,,,,,,,,
2020-02,BISHAN,4 ROOM,445,SIN MING AVE,04 TO 06,Model A,1990,68 years 11 months,542000,,,,,,,,
2020-02,BISHAN,5 ROOM,127,BISHAN ST 12,10 TO 12,Improved,1986,65 years 10 months,683000,,,,,,,,
2020-02,BISHAN,5 ROOM,155,BISHAN ST 13,01 TO 03,Improved,1987,66 years 09 months,610000,,,,,,,,
2020-02,BISHAN,5 ROOM,190,BISHAN ST 13,04 TO 06,Improved,1987,65 years 11 months,755000,,,,,,,,
2020-02,BISHAN,5 ROOM,194,BISHAN ST 13,19 TO 21,Improved,1987,66 years 03 months,850000,,,,,,,,
2020-02,BISHAN,5 ROOM,157,BISHAN ST 13,13 TO 15,Improved,1988,66 years 11 months,705000,,,,,,,,
2020-02,BISHAN,5 ROOM,163,BISHAN ST 13,01 TO 03,Improved,1988,67 years 05 months,658888,,,,,,,,
2020-02,BISHAN,5 ROOM,223,BISHAN ST 23,04 TO 06,Improved,1992,71 years 05 months,845000,,,,,,,,
2020-02,BISHAN,5 ROOM,288,BISHAN ST 24,13 TO 15,Premium Apartment,1998,77 years 04 months,735000,,,,,,,,
2020-02,BISHAN,5 ROOM,405,SIN MING AVE,07 TO 09,Improved,1986,65 years 05 months,625000,,,,,,,,
2020-02,BISHAN,5 ROOM,408,SIN MING AVE,04 TO 06,Improved,1986,65 years 04 months,640000,,,,,,,,
2020-02,BISHAN,EXECUTIVE,212,BISHAN ST 23,01 TO 03,Maisonette,1992,71 years 03 months,858000,,,,,,,,
2020-02,BISHAN,EXECUTIVE,401,SIN MING AVE,01 TO 03,Maisonette,1985,64 years 09 months,845000,,,,,,,,
2020-03,BISHAN,3 ROOM,108,BISHAN ST 12,01 TO 03,Simplified,1985,64 years 07 months,325000,,,,,,,,
2020-03,BISHAN,3 ROOM,313,SHUNFU RD,10 TO 12,New Generation,1985,64 years 03 months,399000,,,,,,,,
2020-03,BISHAN,3 ROOM,304,SHUNFU RD,01 TO 03,New Generation,1985,64 years,400000,,,,,,,,
2020-03,BISHAN,3 ROOM,22,SIN MING RD,04 TO 06,Improved,1973,52 years 07 months,210000,,,,,,,,
2020-03,BISHAN,4 ROOM,506,BISHAN ST 11,04 TO 06,Model A,1989,68 years 06 months,715000,,,,,,,,
2020-03,BISHAN,4 ROOM,146,BISHAN ST 11,04 TO 06,Model A,1987,66 years 05 months,480000,,,,,,,,
2020-03,BISHAN,4 ROOM,120,BISHAN ST 12,04 TO 06,Simplified,1986,65 years 02 months,490000,,,,,,,,
2020-03,BISHAN,4 ROOM,138,BISHAN ST 12,07 TO 09,Simplified,1987,66 years 04 months,460000,,,,,,,,
2020-03,BISHAN,4 ROOM,197,BISHAN ST 13,07 TO 09,Simplified,1987,65 years 10 months,500000,,,,,,,,
2020-03,BISHAN,4 ROOM,167,BISHAN ST 13,01 TO 03,Simplified,1988,67 years 06 months,390000,,,,,,,,
2020-03,BISHAN,4 ROOM,167,BISHAN ST 13,04 TO 06,Simplified,1988,67 years 06 months,395000,,,,,,,,
2020-03,BISHAN,4 ROOM,235,BISHAN ST 22,01 TO 03,Model A,1992,71 years 02 months,570000,,,,,,,,
2020-03,BISHAN,4 ROOM,263,BISHAN ST 22,01 TO 03,Model A,1992,71 years 06 months,502888,,,,,,,,
2020-03,BISHAN,4 ROOM,249,BISHAN ST 22,01 TO 03,Model A,1992,71 years 05 months,490000,,,,,,,,
2020-03,BISHAN,4 ROOM,252,BISHAN ST 22,07 TO 09,Model A,1992,71 years 05 months,618000,,,,,,,,
2020-03,BISHAN,4 ROOM,236,BISHAN ST 22,07 TO 09,Model A,1992,71 years 02 months,580000,,,,,,,,
2020-03,BISHAN,4 ROOM,250,BISHAN ST 22,04 TO 06,Model A,1992,71 years 05 months,500000,,,,,,,,
2020-03,BISHAN,4 ROOM,255,BISHAN ST 22,10 TO 12,Model A,1992,71 years 05 months,518000,,,,,,,,
2020-03,BISHAN,4 ROOM,223,BISHAN ST 23,04 TO 06,Model A,1992,71 years 04 months,582888,,,,,,,,
2020-03,BISHAN,4 ROOM,286,BISHAN ST 24,01 TO 03,Model A,1992,71 years 05 months,450000,,,,,,,,
2020-03,BISHAN,4 ROOM,271,BISHAN ST 24,01 TO 03,Model A,1992,71 years 05 months,511000,,,,,,,,
2020-03,BISHAN,4 ROOM,290,BISHAN ST 24,04 TO 06,Premium Apartment,1998,77 years 03 months,600000,,,,,,,,
2020-03,BISHAN,4 ROOM,273A,BISHAN ST 24,16 TO 18,DBSS,2011,90 years 06 months,860000,,,,,,,,
2020-03,BISHAN,4 ROOM,268,BISHAN ST 24,04 TO 06,Model A,1992,71 years 05 months,580000,,,,,,,,
2020-03,BISHAN,4 ROOM,272,BISHAN ST 24,07 TO 09,Model A,1992,71 years 05 months,565000,,,,,,,,
2020-03,BISHAN,4 ROOM,406,SIN MING AVE,13 TO 15,Simplified,1987,66 years 01 month,550000,,,,,,,,
2020-03,BISHAN,4 ROOM,454,SIN MING AVE,04 TO 06,Model A,1989,68 years 08 months,525000,,,,,,,,
2020-03,BISHAN,5 ROOM,506,BISHAN ST 11,04 TO 06,Improved,1989,68 years 06 months,800000,,,,,,,,
2020-03,BISHAN,5 ROOM,124,BISHAN ST 12,01 TO 03,Improved,1987,66 years 03 months,680000,,,,,,,,
2020-03,BISHAN,5 ROOM,158,BISHAN ST 13,13 TO 15,Improved,1988,67 years,745000,,,,,,,,
2020-03,BISHAN,5 ROOM,177,BISHAN ST 13,04 TO 06,Improved,1987,66 years 05 months,665000,,,,,,,,
2020-03,BISHAN,5 ROOM,246,BISHAN ST 22,04 TO 06,Model A,1992,71 years 05 months,775000,,,,,,,,
2020-03,BISHAN,5 ROOM,221,BISHAN ST 23,07 TO 09,Improved,1992,71 years 04 months,860000,,,,,,,,
2020-03,BISHAN,5 ROOM,273B,BISHAN ST 24,19 TO 21,DBSS,2011,90 years 06 months,1082000,,,,,,,,
2020-03,BISHAN,5 ROOM,273B,BISHAN ST 24,04 TO 06,DBSS,2011,90 years 05 months,825000,,,,,,,,
2020-03,BISHAN,5 ROOM,290,BISHAN ST 24,19 TO 21,Premium Apartment,1998,77 years 03 months,740000,,,,,,,,
2020-03,BISHAN,5 ROOM,453,SIN MING AVE,10 TO 12,Improved,1990,69 years,645000,,,,,,,,
2020-03,BISHAN,5 ROOM,450,SIN MING AVE,10 TO 12,Improved,1989,68 years 09 months,600000,,,,,,,,
2020-03,BISHAN,5 ROOM,402,SIN MING AVE,04 TO 06,Improved,1986,64 years 10 months,652000,,,,,,,,
2020-03,BISHAN,EXECUTIVE,218,BISHAN ST 23,01 TO 03,Maisonette,1992,71 years 01 month,805000,,,,,,,,
2020-04,BISHAN,3 ROOM,407,SIN MING AVE,10 TO 12,Simplified,1986,65 years 05 months,380000,,,,,,,,
2020-04,BISHAN,4 ROOM,225,BISHAN ST 23,10 TO 12,Model A,1992,71 years 04 months,595000,,,,,,,,
2020-04,BISHAN,4 ROOM,223,BISHAN ST 23,07 TO 09,Model A,1992,71 years 04 months,520000,,,,,,,,
2020-04,BISHAN,4 ROOM,273B,BISHAN ST 24,10 TO 12,DBSS,2011,90 years 05 months,808000,,,,,,,,
2020-04,BISHAN,5 ROOM,156,BISHAN ST 13,13 TO 15,Improved,1988,67 years 06 months,670000,,,,,,,,
2020-04,BISHAN,5 ROOM,194,BISHAN ST 13,07 TO 09,Improved,1987,66 years 02 months,770000,,,,,,,,
2020-04,BISHAN,EXECUTIVE,186,BISHAN ST 13,10 TO 12,Maisonette,1987,66 years 05 months,925000,,,,,,,,
2020-05,BISHAN,4 ROOM,154,BISHAN ST 13,07 TO 09,Simplified,1987,66 years 08 months,425000,,,,,,,,
2020-05,BISHAN,4 ROOM,267,BISHAN ST 24,04 TO 06,Model A,1992,71 years 04 months,555000,,,,,,,,
2020-06,BISHAN,3 ROOM,132,BISHAN ST 12,01 TO 03,Simplified,1987,65 years 08 months,363000,,,,,,,,
2020-06,BISHAN,3 ROOM,110,BISHAN ST 12,07 TO 09,Simplified,1986,64 years 09 months,412800,,,,,,,,
2020-06,BISHAN,3 ROOM,22,SIN MING RD,10 TO 12,Improved,1973,52 years 06 months,216000,,,,,,,,
2020-06,BISHAN,3 ROOM,23,SIN MING RD,10 TO 12,Improved,1973,52 years 05 months,250000,,,,,,,,
2020-06,BISHAN,4 ROOM,139,BISHAN ST 12,01 TO 03,Model A,1988,67 years 04 months,468000,,,,,,,,
2020-06,BISHAN,4 ROOM,142,BISHAN ST 12,04 TO 06,Model A,1988,67 years 05 months,457000,,,,,,,,
2020-06,BISHAN,4 ROOM,140,BISHAN ST 12,04 TO 06,Model A,1988,67 years 04 months,507000,,,,,,,,
2020-06,BISHAN,4 ROOM,138,BISHAN ST 12,07 TO 09,Simplified,1987,66 years 02 months,475000,,,,,,,,
2020-06,BISHAN,4 ROOM,178,BISHAN ST 13,04 TO 06,Model A,1987,66 years 06 months,550000,,,,,,,,
2020-06,BISHAN,4 ROOM,171,BISHAN ST 13,07 TO 09,Simplified,1988,66 years 07 months,480000,,,,,,,,
2020-06,BISHAN,4 ROOM,292,BISHAN ST 22,01 TO 03,Premium Apartment,1998,77 years 02 months,575000,,,,,,,,
2020-06,BISHAN,4 ROOM,259,BISHAN ST 22,04 TO 06,Model A,1992,71 years 04 months,568000,,,,,,,,
2020-06,BISHAN,4 ROOM,263,BISHAN ST 22,10 TO 12,Model A,1992,71 years 03 months,575000,,,,,,,,
2020-06,BISHAN,4 ROOM,254,BISHAN ST 22,13 TO 15,Model A,1992,71 years 03 months,635000,,,,,,,,
2020-06,BISHAN,4 ROOM,233,BISHAN ST 22,07 TO 09,Model A,1992,70 years 11 months,590000,,,,,,,,
2020-06,BISHAN,4 ROOM,217,BISHAN ST 23,04 TO 06,Model A,1992,71 years,510000,,,,,,,,
2020-06,BISHAN,4 ROOM,224,BISHAN ST 23,19 TO 21,Model A,1992,71 years 03 months,638000,,,,,,,,
2020-06,BISHAN,4 ROOM,210,BISHAN ST 23,01 TO 03,Model A,1992,70 years 11 months,475000,,,,,,,,
2020-06,BISHAN,4 ROOM,271,BISHAN ST 24,04 TO 06,Model A,1992,71 years 04 months,555000,,,,,,,,
2020-06,BISHAN,4 ROOM,287,BISHAN ST 24,04 TO 06,Model A,1992,71 years 04 months,510000,,,,,,,,
2020-06,BISHAN,4 ROOM,273A,BISHAN ST 24,07 TO 09,DBSS,2011,90 years 05 months,815000,,,,,,,,
2020-06,BISHAN,4 ROOM,286,BISHAN ST 24,13 TO 15,Model A,1992,71 years 03 months,692888,,,,,,,,
2020-06,BISHAN,4 ROOM,273A,BISHAN ST 24,34 TO 36,DBSS,2011,90 years 03 months,910000,,,,,,,,
2020-06,BISHAN,4 ROOM,446,BRIGHT HILL DR,04 TO 06,Model A,1990,69 years,507000,,,,,,,,
2020-06,BISHAN,4 ROOM,302,SHUNFU RD,01 TO 03,New Generation,1984,63 years 06 months,567500,,,,,,,,
2020-06,BISHAN,4 ROOM,441,SIN MING AVE,04 TO 06,Model A,1990,68 years 11 months,555000,,,,,,,,
2020-06,BISHAN,4 ROOM,407,SIN MING AVE,07 TO 09,Simplified,1986,65 years 03 months,535000,,,,,,,,
2020-06,BISHAN,4 ROOM,406,SIN MING AVE,07 TO 09,Simplified,1987,66 years,473000,,,,,,,,
2020-06,BISHAN,5 ROOM,101,BISHAN ST 12,10 TO 12,Improved,1987,65 years 08 months,723000,,,,,,,,
2020-06,BISHAN,5 ROOM,166,BISHAN ST 13,01 TO 03,Improved,1987,66 years 08 months,590000,,,,,,,,
2020-06,BISHAN,5 ROOM,179,BISHAN ST 13,10 TO 12,Improved,1987,66 years 04 months,833800,,,,,,,,
2020-06,BISHAN,5 ROOM,165,BISHAN ST 13,07 TO 09,Improved,1988,67 years 03 months,678000,,,,,,,,
2020-06,BISHAN,5 ROOM,273A,BISHAN ST 24,19 TO 21,DBSS,2011,90 years 04 months,1070000,,,,,,,,
2020-06,BISHAN,5 ROOM,275A,BISHAN ST 24,07 TO 09,DBSS,2011,90 years 04 months,970000,,,,,,,,
2020-06,BISHAN,5 ROOM,447,BRIGHT HILL DR,16 TO 18,Improved,1990,68 years 08 months,700000,,,,,,,,
2020-06,BISHAN,5 ROOM,402,SIN MING AVE,13 TO 15,Improved,1986,64 years 08 months,690000,,,,,,,,
2020-06,BISHAN,EXECUTIVE,186,BISHAN ST 13,04 TO 06,Maisonette,1987,66 years 04 months,930000,,,,,,,,
2020-06,BISHAN,EXECUTIVE,237,BISHAN ST 22,04 TO 06,Apartment,1992,71 years,870000,,,,,,,,
2020-06,BISHAN,EXECUTIVE,257,BISHAN ST 22,07 TO 09,Apartment,1992,71 years 02 months,740000,,,,,,,,
2020-06,BISHAN,EXECUTIVE,244,BISHAN ST 22,01 TO 03,Maisonette,1992,71 years 02 months,825000,,,,,,,,
2020-06,BISHAN,EXECUTIVE,238,BISHAN ST 22,04 TO 06,Maisonette,1992,71 years 02 months,820000,,,,,,,,
2020-06,BISHAN,EXECUTIVE,231,BISHAN ST 23,04 TO 06,Maisonette,1992,71 years,975000,,,,,,,,
2020-06,BISHAN,EXECUTIVE,278,BISHAN ST 24,19 TO 21,Maisonette,1992,71 years 04 months,880000,,,,,,,,
2020-07,BISHAN,3 ROOM,108,BISHAN ST 12,04 TO 06,Simplified,1985,64 years 03 months,330000,,,,,,,,
2020-07,BISHAN,3 ROOM,306,SHUNFU RD,01 TO 03,New Generation,1985,63 years 06 months,400000,,,,,,,,
2020-07,BISHAN,3 ROOM,407,SIN MING AVE,01 TO 03,Simplified,1986,65 years 01 month,330000,,,,,,,,
2020-07,BISHAN,3 ROOM,22,SIN MING RD,07 TO 09,Improved,1973,52 years 03 months,295000,,,,,,,,
2020-07,BISHAN,3 ROOM,24,SIN MING RD,10 TO 12,Improved,1973,52 years 03 months,264500,,,,,,,,
2020-07,BISHAN,4 ROOM,503,BISHAN ST 11,04 TO 06,Model A,1989,68 years 05 months,680000,,,,,,,,
2020-07,BISHAN,4 ROOM,506,BISHAN ST 11,10 TO 12,Model A,1989,68 years 03 months,610000,,,,,,,,
2020-07,BISHAN,4 ROOM,127,BISHAN ST 12,07 TO 09,Simplified,1986,65 years 06 months,465000,,,,,,,,
2020-07,BISHAN,4 ROOM,124,BISHAN ST 12,07 TO 09,Simplified,1987,65 years 11 months,485000,,,,,,,,
2020-07,BISHAN,4 ROOM,175,BISHAN ST 13,07 TO 09,Simplified,1987,66 years 02 months,475000,,,,,,,,
2020-07,BISHAN,4 ROOM,178,BISHAN ST 13,10 TO 12,Simplified,1987,66 years 03 months,550000,,,,,,,,
2020-07,BISHAN,4 ROOM,181,BISHAN ST 13,10 TO 12,Simplified,1987,65 years 07 months,530000,,,,,,,,
2020-07,BISHAN,4 ROOM,256,BISHAN ST 22,01 TO 03,Model A,1992,71 years 01 month,518000,,,,,,,,
2020-07,BISHAN,4 ROOM,260,BISHAN ST 22,04 TO 06,Model A,1992,70 years 11 months,520000,,,,,,,,
2020-07,BISHAN,5 ROOM,149,BISHAN ST 11,04 TO 06,Improved,1987,65 years 07 months,630000,,,,,,,,
2020-07,BISHAN,5 ROOM,141,BISHAN ST 12,07 TO 09,Improved,1988,67 years 02 months,688000,,,,,,,,
2020-07,BISHAN,5 ROOM,125,BISHAN ST 12,07 TO 09,Improved,1987,66 years,688000,,,,,,,,
2020-07,BISHAN,5 ROOM,165,BISHAN ST 13,01 TO 03,Improved,1988,67 years 03 months,650000,,,,,,,,
2020-07,BISHAN,5 ROOM,196,BISHAN ST 13,04 TO 06,Improved,1987,65 years 06 months,852000,,,,,,,,
2020-07,BISHAN,5 ROOM,156,BISHAN ST 13,04 TO 06,Improved,1988,67 years 02 months,780000,,,,,,,,
2020-07,BISHAN,5 ROOM,158,BISHAN ST 13,04 TO 06,Improved,1988,66 years 07 months,730000,,,,,,,,
2020-07,BISHAN,5 ROOM,196,BISHAN ST 13,04 TO 06,Improved,1987,65 years 06 months,550000,,,,,,,,
2020-07,BISHAN,5 ROOM,242,BISHAN ST 22,01 TO 03,Improved,1992,71 years,875000,,,,,,,,
2020-07,BISHAN,5 ROOM,275A,BISHAN ST 24,28 TO 30,DBSS,2011,90 years 03 months,1060000,,,,,,,,
2020-07,BISHAN,5 ROOM,273B,BISHAN ST 24,13 TO 15,DBSS,2011,90 years 03 months,1050000,,,,,,,,
2020-07,BISHAN,5 ROOM,442,SIN MING AVE,07 TO 09,Improved,1990,68 years 08 months,600000,,,,,,,,
2020-07,BISHAN,EXECUTIVE,119,BISHAN ST 12,10 TO 12,Maisonette,1987,65 years 11 months,930000,,,,,,,,
2020-07,BISHAN,EXECUTIVE,128,BISHAN ST 12,22 TO 24,Maisonette,1987,65 years 07 months,1080000,,,,,,,,
2020-08,BISHAN,3 ROOM,120,BISHAN ST 12,01 TO 03,Simplified,1986,64 years 09 months,365000,,,,,,,,
2020-08,BISHAN,3 ROOM,22,SIN MING RD,07 TO 09,Improved,1973,52 years 02 months,260000,,,,,,,,
2020-08,BISHAN,4 ROOM,113,BISHAN ST 12,04 TO 06,Simplified,1986,64 years 05 months,470000,,,,,,,,
2020-08,BISHAN,4 ROOM,116,BISHAN ST 12,04 TO 06,Simplified,1985,64 years 03 months,530000,,,,,,,,
2020-08,BISHAN,4 ROOM,193,BISHAN ST 13,04 TO 06,Simplified,1987,66 years 05 months,520000,,,,,,,,
2020-08,BISHAN,4 ROOM,184,BISHAN ST 13,04 TO 06,Simplified,1988,66 years 06 months,575300,,,,,,,,
2020-08,BISHAN,4 ROOM,154,BISHAN ST 13,07 TO 09,Simplified,1987,66 years 04 months,418000,,,,,,,,
2020-08,BISHAN,4 ROOM,166,BISHAN ST 13,04 TO 06,Simplified,1987,66 years 04 months,430000,,,,,,,,
2020-08,BISHAN,4 ROOM,250,BISHAN ST 22,01 TO 03,Model A,1992,71 years,520000,,,,,,,,
2020-08,BISHAN,4 ROOM,250,BISHAN ST 22,10 TO 12,Model A,1992,71 years,565000,,,,,,,,
2020-08,BISHAN,4 ROOM,213,BISHAN ST 23,01 TO 03,Model A,1992,70 years 09 months,480000,,,,,,,,
2020-08,BISHAN,4 ROOM,281,BISHAN ST 24,04 TO 06,Model A,1992,71 years,570000,,,,,,,,
2020-08,BISHAN,4 ROOM,265,BISHAN ST 24,04 TO 06,Model A,1992,71 years,610000,,,,,,,,
2020-08,BISHAN,4 ROOM,302,SHUNFU RD,01 TO 03,New Generation,1984,63 years 02 months,558000,,,,,,,,
2020-08,BISHAN,4 ROOM,455,SIN MING AVE,01 TO 03,Model A,1990,68 years 06 months,506000,,,,,,,,
2020-08,BISHAN,5 ROOM,194,BISHAN ST 13,10 TO 12,Improved,1987,65 years 10 months,773000,,,,,,,,
2020-08,BISHAN,5 ROOM,179,BISHAN ST 13,13 TO 15,Improved,1987,66 years,836800,,,,,,,,
2020-08,BISHAN,5 ROOM,157,BISHAN ST 13,19 TO 21,Improved,1988,66 years 05 months,760000,,,,,,,,
2020-08,BISHAN,5 ROOM,165,BISHAN ST 13,04 TO 06,Improved,1988,67 years 01 month,635888,,,,,,,,
2020-08,BISHAN,5 ROOM,293,BISHAN ST 22,10 TO 12,Premium Apartment,1998,76 years 11 months,752000,,,,,,,,
2020-08,BISHAN,5 ROOM,242,BISHAN ST 22,01 TO 03,Improved,1992,71 years,750000,,,,,,,,
2020-08,BISHAN,5 ROOM,292,BISHAN ST 22,07 TO 09,Premium Apartment,1998,76 years 10 months,780000,,,,,,,,
2020-08,BISHAN,5 ROOM,275A,BISHAN ST 24,04 TO 06,DBSS,2011,90 years 01 month,840000,,,,,,,,
2020-08,BISHAN,5 ROOM,273B,BISHAN ST 24,01 TO 03,DBSS,2011,89 years 11 months,830000,,,,,,,,
2020-08,BISHAN,5 ROOM,275A,BISHAN ST 24,22 TO 24,DBSS,2011,90 years,1080000,,,,,,,,
2020-08,BISHAN,5 ROOM,442,SIN MING AVE,16 TO 18,Improved,1990,68 years 07 months,735000,,,,,,,,
2020-08,BISHAN,EXECUTIVE,159,BISHAN ST 13,01 TO 03,Maisonette,1988,66 years 10 months,810000,,,,,,,,
2020-08,BISHAN,EXECUTIVE,238,BISHAN ST 22,07 TO 09,Apartment,1992,71 years,922500,,,,,,,,
2020-08,BISHAN,EXECUTIVE,261,BISHAN ST 22,01 TO 03,Maisonette,1992,71 years,760000,,,,,,,,
2020-08,BISHAN,EXECUTIVE,222,BISHAN ST 23,07 TO 09,Maisonette,1992,71 years,888000,,,,,,,,
2020-08,BISHAN,EXECUTIVE,212,BISHAN ST 23,04 TO 06,Maisonette,1992,70 years 09 months,828000,,,,,,,,
2020-08,BISHAN,EXECUTIVE,449,SIN MING AVE,10 TO 12,Maisonette,1990,68 years 07 months,958000,,,,,,,,
2020-08,BISHAN,EXECUTIVE,401,SIN MING AVE,01 TO 03,Maisonette,1985,64 years 03 months,845000,,,,,,,,
2020-09,BISHAN,3 ROOM,115,BISHAN ST 12,07 TO 09,Simplified,1986,64 years 05 months,415000,,,,,,,,
2020-09,BISHAN,3 ROOM,184,BISHAN ST 13,01 TO 03,Simplified,1988,66 years 05 months,400000,,,,,,,,
2020-09,BISHAN,3 ROOM,306,SHUNFU RD,01 TO 03,New Generation,1985,63 years 05 months,395000,,,,,,,,
2020-09,BISHAN,3 ROOM,22,SIN MING RD,10 TO 12,Improved,1973,52 years 01 month,238000,,,,,,,,
2020-09,BISHAN,3 ROOM,24,SIN MING RD,04 TO 06,Improved,1973,52 years 01 month,256000,,,,,,,,
2020-09,BISHAN,4 ROOM,145,BISHAN ST 11,07 TO 09,Simplified,1987,66 years 02 months,445000,,,,,,,,
2020-09,BISHAN,4 ROOM,116,BISHAN ST 12,01 TO 03,Simplified,1985,64 years 02 months,475000,,,,,,,,
2020-09,BISHAN,4 ROOM,127,BISHAN ST 12,04 TO 06,Simplified,1986,65 years 03 months,488000,,,,,,,,
2020-09,BISHAN,4 ROOM,123,BISHAN ST 12,07 TO 09,Simplified,1986,64 years 05 months,499000,,,,,,,,
2020-09,BISHAN,4 ROOM,155,BISHAN ST 13,01 TO 03,Model A,1987,66 years 02 months,470000,,,,,,,,
2020-09,BISHAN,4 ROOM,256,BISHAN ST 22,07 TO 09,Model A,1992,70 years 11 months,560000,,,,,,,,
2020-09,BISHAN,4 ROOM,262,BISHAN ST 22,10 TO 12,Model A,1992,70 years 11 months,573000,,,,,,,,
2020-09,BISHAN,4 ROOM,236,BISHAN ST 22,04 TO 06,Model A,1992,70 years 08 months,565000,,,,,,,,
2020-09,BISHAN,4 ROOM,241,BISHAN ST 22,04 TO 06,Model A,1992,70 years 11 months,570000,,,,,,,,
2020-09,BISHAN,4 ROOM,234,BISHAN ST 22,07 TO 09,Model A,1992,70 years 08 months,572000,,,,,,,,
2020-09,BISHAN,4 ROOM,220,BISHAN ST 23,04 TO 06,Model A,1992,70 years 11 months,538000,,,,,,,,
2020-09,BISHAN,4 ROOM,268,BISHAN ST 24,16 TO 18,Model A,1992,70 years 11 months,610000,,,,,,,,
2020-09,BISHAN,4 ROOM,273A,BISHAN ST 24,01 TO 03,DBSS,2011,90 years,670000,,,,,,,,
2020-09,BISHAN,4 ROOM,272,BISHAN ST 24,04 TO 06,Model A,1992,71 years,565000,,,,,,,,
2020-09,BISHAN,4 ROOM,291,BISHAN ST 24,04 TO 06,Premium Apartment,1998,76 years 09 months,563000,,,,,,,,
2020-09,BISHAN,4 ROOM,291,BISHAN ST 24,01 TO 03,Premium Apartment,1998,76 years 09 months,450000,,,,,,,,
2020-09,BISHAN,4 ROOM,271,BISHAN ST 24,07 TO 09,Model A,1992,70 years 11 months,560000,,,,,,,,
2020-09,BISHAN,4 ROOM,264,BISHAN ST 24,01 TO 03,Model A,1992,70 years 11 months,435000,,,,,,,,
2020-09,BISHAN,4 ROOM,448,BRIGHT HILL DR,04 TO 06,Model A,1990,68 years 07 months,545000,,,,,,,,
2020-09,BISHAN,4 ROOM,313,SHUNFU RD,04 TO 06,New Generation,1985,63 years 10 months,528000,,,,,,,,
2020-09,BISHAN,4 ROOM,445,SIN MING AVE,07 TO 09,Model A,1990,68 years 05 months,538000,,,,,,,,
2020-09,BISHAN,4 ROOM,449,SIN MING AVE,01 TO 03,Model A,1990,68 years 07 months,532000,,,,,,,,
2020-09,BISHAN,4 ROOM,25,SIN MING RD,04 TO 06,Improved,1974,52 years 11 months,355000,,,,,,,,
