month,town,flat_type,block,street_name,storey_range,flat_model,lease_commence_date,remaining_lease,resale_price,,,,,,,,
2020-09,BISHAN,5 ROOM,126,BISHAN ST 12,07 TO 09,Improved,1987,65 years 10 months,670000,,,,,,,,
2020-09,BISHAN,5 ROOM,142,BISHAN ST 12,04 TO 06,Improved,1988,66 years 11 months,600000,,,,,,,,
2020-09,BISHAN,5 ROOM,127,BISHAN ST 12,01 TO 03,Improved,1986,65 years 03 months,630000,,,,,,,,
2020-09,BISHAN,5 ROOM,124,BISHAN ST 12,04 TO 06,Improved,1987,65 years 09 months,650000,,,,,,,,
2020-09,BISHAN,5 ROOM,190,BISHAN ST 13,16 TO 18,Improved,1987,65 years 05 months,850000,,,,,,,,
2020-09,BISHAN,5 ROOM,165,BISHAN ST 13,07 TO 09,Improved,1988,67 years,708000,,,,,,,,
2020-09,BISHAN,5 ROOM,182,BISHAN ST 13,07 TO 09,Improved,1987,65 years 10 months,780000,,,,,,,,
2020-09,BISHAN,5 ROOM,194,BISHAN ST 13,04 TO 06,Improved,1987,65 years 08 months,750000,,,,,,,,
2020-09,BISHAN,5 ROOM,253,BISHAN ST 22,07 TO 09,Improved,1992,70 years 11 months,785000,,,,,,,,
2020-09,BISHAN,5 ROOM,293,BISHAN ST 22,13 TO 15,Premium Apartment,1998,76 years 09 months,790000,,,,,,,,
2020-09,BISHAN,5 ROOM,210,BISHAN ST 23,10 TO 12,Model A,1992,70 years 08 months,780000,,,,,,,,
2020-09,BISHAN,5 ROOM,290,BISHAN ST 24,25 TO 27,Premium Apartment,1998,76 years 10 months,838000,,,,,,,,
2020-09,BISHAN,5 ROOM,275A,BISHAN ST 24,13 TO 15,DBSS,2011,90 years,965000,,,,,,,,
2020-09,BISHAN,5 ROOM,291,BISHAN ST 24,10 TO 12,Premium Apartment,1998,76 years 09 months,750000,,,,,,,,
2020-09,BISHAN,EXECUTIVE,245,BISHAN ST 22,13 TO 15,Maisonette,1992,70 years 11 months,1044888,,,,,,,,
2020-09,BISHAN,EXECUTIVE,258,BISHAN ST 22,01 TO 03,Maisonette,1992,70 years 11 months,728000,,,,,,,,
2020-09,BISHAN,EXECUTIVE,237,BISHAN ST 22,01 TO 03,Apartment,1992,70 years 07 months,880000,,,,,,,,
2020-09,BISHAN,EXECUTIVE,441,SIN MING AVE,10 TO 12,Maisonette,1990,68 years 05 months,980000,,,,,,,,
2020-10,BISHAN,3 ROOM,132,BISHAN ST 12,01 TO 03,Simplified,1987,65 years 04 months,385000,,,,,,,,
2020-10,BISHAN,3 ROOM,171,BISHAN ST 13,01 TO 03,Simplified,1988,66 years 04 months,390000,,,,,,,,
2020-10,BISHAN,3 ROOM,309,SHUNFU RD,01 TO 03,New Generation,1984,63 years 02 months,380000,,,,,,,,
2020-10,BISHAN,3 ROOM,309,SHUNFU RD,04 TO 06,New Generation,1984,63 years 01 month,377000,,,,,,,,
2020-10,BISHAN,3 ROOM,403,SIN MING AVE,04 TO 06,Simplified,1986,64 years 11 months,371000,,,,,,,,
2020-10,BISHAN,3 ROOM,23,SIN MING RD,10 TO 12,Improved,1973,52 years 01 month,268000,,,,,,,,
2020-10,BISHAN,3 ROOM,23,SIN MING RD,04 TO 06,Improved,1973,52 years 01 month,250000,,,,,,,,
2020-10,BISHAN,3 ROOM,22,SIN MING RD,10 TO 12,Improved,1973,52 years,280000,,,,,,,,
2020-10,BISHAN,4 ROOM,133,BISHAN ST 12,04 TO 06,Simplified,1987,65 years 05 months,430000,,,,,,,,
2020-10,BISHAN,4 ROOM,111,BISHAN ST 12,10 TO 12,Model A,1986,64 years 04 months,638000,,,,,,,,
2020-10,BISHAN,4 ROOM,130,BISHAN ST 12,04 TO 06,Simplified,1986,64 years 04 months,370000,,,,,,,,
2020-10,BISHAN,4 ROOM,170,BISHAN ST 13,01 TO 03,Simplified,1987,66 years,420000,,,,,,,,
2020-10,BISHAN,4 ROOM,182,BISHAN ST 13,01 TO 03,Simplified,1987,65 years 09 months,470000,,,,,,,,
2020-10,BISHAN,4 ROOM,172,BISHAN ST 13,07 TO 09,Simplified,1987,66 years 02 months,465000,,,,,,,,
2020-10,BISHAN,4 ROOM,285,BISHAN ST 22,16 TO 18,Model A,1992,70 years 11 months,681000,,,,,,,,
2020-10,BISHAN,4 ROOM,263,BISHAN ST 22,22 TO 24,Model A,1992,70 years 10 months,688000,,,,,,,,
2020-10,BISHAN,4 ROOM,251,BISHAN ST 22,01 TO 03,Model A,1992,70 years 10 months,475000,,,,,,,,
2020-10,BISHAN,4 ROOM,239,BISHAN ST 22,13 TO 15,Model A,1992,70 years 10 months,585000,,,,,,,,
2020-10,BISHAN,4 ROOM,262,BISHAN ST 22,01 TO 03,Model A,1992,70 years 10 months,490000,,,,,,,,
2020-10,BISHAN,4 ROOM,203,BISHAN ST 23,01 TO 03,Model A,1992,70 years 07 months,560000,,,,,,,,
2020-10,BISHAN,4 ROOM,220,BISHAN ST 23,07 TO 09,Model A,1992,70 years 10 months,638000,,,,,,,,
2020-10,BISHAN,4 ROOM,273A,BISHAN ST 24,28 TO 30,DBSS,2011,89 years 11 months,840000,,,,,,,,
2020-10,BISHAN,4 ROOM,278,BISHAN ST 24,01 TO 03,Model A,1992,70 years 10 months,495000,,,,,,,,
2020-10,BISHAN,4 ROOM,273B,BISHAN ST 24,28 TO 30,DBSS,2011,89 years 11 months,860000,,,,,,,,
2020-10,BISHAN,4 ROOM,275A,BISHAN ST 24,25 TO 27,DBSS,2011,89 years 11 months,883000,,,,,,,,
2020-10,BISHAN,4 ROOM,313,SHUNFU RD,07 TO 09,New Generation,1985,63 years 08 months,580000,,,,,,,,
2020-10,BISHAN,4 ROOM,406,SIN MING AVE,04 TO 06,Simplified,1987,65 years 06 months,500000,,,,,,,,
2020-10,BISHAN,4 ROOM,445,SIN MING AVE,07 TO 09,Model A,1990,68 years 03 months,580000,,,,,,,,
2020-10,BISHAN,5 ROOM,147,BISHAN ST 11,07 TO 09,Improved,1987,65 years 05 months,640000,,,,,,,,
2020-10,BISHAN,5 ROOM,145,BISHAN ST 11,07 TO 09,Improved,1987,66 years,625000,,,,,,,,
2020-10,BISHAN,5 ROOM,142,BISHAN ST 12,10 TO 12,Improved,1988,66 years 11 months,696800,,,,,,,,
2020-10,BISHAN,5 ROOM,128,BISHAN ST 12,13 TO 15,Improved,1987,65 years 05 months,760000,,,,,,,,
2020-10,BISHAN,5 ROOM,142,BISHAN ST 12,04 TO 06,Improved,1988,66 years 10 months,718000,,,,,,,,
2020-10,BISHAN,5 ROOM,101,BISHAN ST 12,19 TO 21,Improved,1987,65 years 03 months,768000,,,,,,,,
2020-10,BISHAN,5 ROOM,102,BISHAN ST 12,04 TO 06,Improved,1987,65 years 03 months,720000,,,,,,,,
2020-10,BISHAN,5 ROOM,140,BISHAN ST 12,04 TO 06,Improved,1988,66 years 10 months,680000,,,,,,,,
2020-10,BISHAN,5 ROOM,103,BISHAN ST 12,22 TO 24,Improved,1986,65 years 01 month,760000,,,,,,,,
2020-10,BISHAN,5 ROOM,165,BISHAN ST 13,19 TO 21,Improved,1988,67 years,745000,,,,,,,,
2020-10,BISHAN,5 ROOM,177,BISHAN ST 13,07 TO 09,Improved,1987,65 years 11 months,690000,,,,,,,,
2020-10,BISHAN,5 ROOM,192,BISHAN ST 13,01 TO 03,Improved,1987,65 years 10 months,680000,,,,,,,,
2020-10,BISHAN,5 ROOM,275A,BISHAN ST 24,28 TO 30,DBSS,2011,89 years 11 months,1208000,,,,,,,,
2020-10,BISHAN,5 ROOM,289,BISHAN ST 24,07 TO 09,Premium Apartment,1998,76 years 09 months,725000,,,,,,,,
2020-10,BISHAN,5 ROOM,402,SIN MING AVE,19 TO 21,Improved,1986,64 years 03 months,750000,,,,,,,,
2020-10,BISHAN,5 ROOM,453,SIN MING AVE,04 TO 06,Improved,1990,68 years 04 months,648000,,,,,,,,
2020-10,BISHAN,EXECUTIVE,173,BISHAN ST 13,19 TO 21,Maisonette,1987,65 years 06 months,1128000,,,,,,,,
2020-10,BISHAN,EXECUTIVE,257,BISHAN ST 22,10 TO 12,Maisonette,1992,70 years 10 months,868000,,,,,,,,
2020-10,BISHAN,EXECUTIVE,245,BISHAN ST 22,07 TO 09,Maisonette,1992,70 years 10 months,900000,,,,,,,,
2020-10,BISHAN,EXECUTIVE,222,BISHAN ST 23,01 TO 03,Maisonette,1992,70 years 10 months,888888,,,,,,,,
2020-10,BISHAN,EXECUTIVE,222,BISHAN ST 23,04 TO 06,Maisonette,1992,70 years 10 months,868000,,,,,,,,
2020-10,BISHAN,EXECUTIVE,301,SHUNFU RD,07 TO 09,Maisonette,1985,63 years 10 months,990000,,,,,,,,
2020-10,BISHAN,MULTI-GENERATION,148,BISHAN ST 11,04 TO 06,Multi Generation,1987,65 years 10 months,940000,,,,,,,,
2020-11,BISHAN,3 ROOM,150A,BISHAN ST 11,01 TO 03,Simplified,1989,67 years 03 months,298000,,,,,,,,
2020-11,BISHAN,3 ROOM,115,BISHAN ST 12,01 TO 03,Simplified,1986,64 years 03 months,369000,,,,,,,,
2020-11,BISHAN,3 ROOM,105,BISHAN ST 12,01 TO 03,Simplified,1985,64 years 02 months,335000,,,,,,,,
2020-11,BISHAN,3 ROOM,129,BISHAN ST 12,01 TO 03,Simplified,1987,65 years 04 months,365000,,,,,,,,
2020-11,BISHAN,3 ROOM,171,BISHAN ST 13,07 TO 09,Simplified,1988,66 years 02 months,400000,,,,,,,,
2020-11,BISHAN,3 ROOM,304,SHUNFU RD,01 TO 03,New Generation,1985,63 years 04 months,370000,,,,,,,,
2020-11,BISHAN,3 ROOM,22,SIN MING RD,10 TO 12,Improved,1973,52 years,275000,,,,,,,,
2020-11,BISHAN,3 ROOM,23,SIN MING RD,07 TO 09,Improved,1973,52 years,265000,,,,,,,,
2020-11,BISHAN,4 ROOM,146,BISHAN ST 11,07 TO 09,Simplified,1987,65 years 10 months,450000,,,,,,,,
2020-11,BISHAN,4 ROOM,113,BISHAN ST 12,10 TO 12,Simplified,1986,64 years 03 months,545000,,,,,,,,
2020-11,BISHAN,4 ROOM,123,BISHAN ST 12,04 TO 06,Simplified,1986,64 years 04 months,458000,,,,,,,,
2020-11,BISHAN,4 ROOM,123,BISHAN ST 12,07 TO 09,Model A,1986,64 years 04 months,525000,,,,,,,,
2020-11,BISHAN,4 ROOM,115,BISHAN ST 12,07 TO 09,Simplified,1986,64 years 03 months,458000,,,,,,,,
2020-11,BISHAN,4 ROOM,122,BISHAN ST 12,10 TO 12,Simplified,1986,64 years 04 months,485000,,,,,,,,
2020-11,BISHAN,4 ROOM,141,BISHAN ST 12,01 TO 03,Simplified,1988,66 years 10 months,418000,,,,,,,,
2020-11,BISHAN,4 ROOM,109,BISHAN ST 12,04 TO 06,Model A,1985,64 years 02 months,600000,,,,,,,,
2020-11,BISHAN,4 ROOM,140,BISHAN ST 12,04 TO 06,Model A,1988,66 years 10 months,582000,,,,,,,,
2020-11,BISHAN,4 ROOM,141,BISHAN ST 12,07 TO 09,Model A,1988,66 years 10 months,515000,,,,,,,,
2020-11,BISHAN,4 ROOM,109,BISHAN ST 12,10 TO 12,Simplified,1985,64 years 01 month,508888,,,,,,,,
2020-11,BISHAN,4 ROOM,130,BISHAN ST 12,04 TO 06,Model A,1986,64 years 04 months,490000,,,,,,,,
2020-11,BISHAN,4 ROOM,114,BISHAN ST 12,07 TO 09,Model A,1986,64 years 02 months,640000,,,,,,,,
2020-11,BISHAN,4 ROOM,109,BISHAN ST 12,10 TO 12,Simplified,1985,64 years 02 months,530000,,,,,,,,
2020-11,BISHAN,4 ROOM,109,BISHAN ST 12,07 TO 09,Simplified,1985,64 years 01 month,508000,,,,,,,,
2020-11,BISHAN,4 ROOM,111,BISHAN ST 12,01 TO 03,Simplified,1986,64 years 03 months,453000,,,,,,,,
2020-11,BISHAN,4 ROOM,167,BISHAN ST 13,01 TO 03,Model A,1988,66 years 11 months,488800,,,,,,,,
2020-11,BISHAN,4 ROOM,167,BISHAN ST 13,07 TO 09,Simplified,1988,66 years 11 months,410000,,,,,,,,
2020-11,BISHAN,4 ROOM,181,BISHAN ST 13,04 TO 06,Simplified,1987,65 years 04 months,537000,,,,,,,,
2020-11,BISHAN,4 ROOM,262,BISHAN ST 22,07 TO 09,Model A,1992,70 years 10 months,520000,,,,,,,,
2020-11,BISHAN,4 ROOM,241,BISHAN ST 22,04 TO 06,Model A,1992,70 years 10 months,660000,,,,,,,,
2020-11,BISHAN,4 ROOM,263,BISHAN ST 22,07 TO 09,Model A,1992,70 years 10 months,512000,,,,,,,,
2020-11,BISHAN,4 ROOM,285,BISHAN ST 22,01 TO 03,Model A,1992,70 years 09 months,468000,,,,,,,,
2020-11,BISHAN,4 ROOM,225,BISHAN ST 23,07 TO 09,Model A,1992,70 years 09 months,592888,,,,,,,,
2020-11,BISHAN,4 ROOM,213,BISHAN ST 23,01 TO 03,Model A,1992,70 years 05 months,582000,,,,,,,,
2020-11,BISHAN,4 ROOM,272,BISHAN ST 24,07 TO 09,Model A,1992,70 years 09 months,588000,,,,,,,,
2020-11,BISHAN,4 ROOM,287,BISHAN ST 24,04 TO 06,Model A,1992,70 years 09 months,517400,,,,,,,,
2020-11,BISHAN,4 ROOM,303,SHUNFU RD,04 TO 06,New Generation,1985,63 years 05 months,550000,,,,,,,,
2020-11,BISHAN,5 ROOM,146,BISHAN ST 11,04 TO 06,Improved,1987,65 years 10 months,645000,,,,,,,,
2020-11,BISHAN,5 ROOM,128,BISHAN ST 12,07 TO 09,Improved,1987,65 years 04 months,735000,,,,,,,,
2020-11,BISHAN,5 ROOM,102,BISHAN ST 12,04 TO 06,Improved,1987,65 years 03 months,690000,,,,,,,,
2020-11,BISHAN,5 ROOM,124,BISHAN ST 12,04 TO 06,Improved,1987,65 years 08 months,662888,,,,,,,,
2020-11,BISHAN,5 ROOM,135,BISHAN ST 12,01 TO 03,Improved,1987,65 years 08 months,633000,,,,,,,,
2020-11,BISHAN,5 ROOM,153,BISHAN ST 13,04 TO 06,Improved,1987,66 years,660000,,,,,,,,
2020-11,BISHAN,5 ROOM,190,BISHAN ST 13,10 TO 12,Improved,1987,65 years 03 months,780000,,,,,,,,
2020-11,BISHAN,5 ROOM,154,BISHAN ST 13,01 TO 03,Improved,1987,66 years 02 months,620000,,,,,,,,
2020-11,BISHAN,5 ROOM,158,BISHAN ST 13,07 TO 09,Improved,1988,66 years 04 months,650000,,,,,,,,
2020-11,BISHAN,5 ROOM,153,BISHAN ST 13,04 TO 06,Improved,1987,66 years,627000,,,,,,,,
2020-11,BISHAN,5 ROOM,153,BISHAN ST 13,07 TO 09,Improved,1987,66 years,705000,,,,,,,,
2020-11,BISHAN,5 ROOM,242,BISHAN ST 22,01 TO 03,Improved,1992,70 years 10 months,733888,,,,,,,,
2020-11,BISHAN,5 ROOM,253,BISHAN ST 22,04 TO 06,Improved,1992,70 years 10 months,765000,,,,,,,,
2020-11,BISHAN,5 ROOM,226,BISHAN ST 23,04 TO 06,Model A,1992,70 years 06 months,715000,,,,,,,,
2020-11,BISHAN,5 ROOM,266,BISHAN ST 24,04 TO 06,Model A,1992,70 years 09 months,680000,,,,,,,,
2020-11,BISHAN,5 ROOM,273B,BISHAN ST 24,31 TO 33,DBSS,2011,89 years 10 months,950000,,,,,,,,
2020-11,BISHAN,5 ROOM,289,BISHAN ST 24,10 TO 12,Premium Apartment,1998,76 years 08 months,805000,,,,,,,,
2020-11,BISHAN,5 ROOM,291,BISHAN ST 24,13 TO 15,Premium Apartment,1998,76 years 07 months,800000,,,,,,,,
2020-11,BISHAN,5 ROOM,312,SHUNFU RD,01 TO 03,Improved,1985,63 years 08 months,678000,,,,,,,,
2020-11,BISHAN,5 ROOM,453,SIN MING AVE,01 TO 03,Improved,1990,68 years 03 months,635000,,,,,,,,
2020-11,BISHAN,EXECUTIVE,134,BISHAN ST 12,01 TO 03,Maisonette,1986,65 years 01 month,780000,,,,,,,,
2020-11,BISHAN,EXECUTIVE,173,BISHAN ST 13,19 TO 21,Maisonette,1987,65 years 06 months,1028000,,,,,,,,
2020-11,BISHAN,EXECUTIVE,238,BISHAN ST 22,01 TO 03,Maisonette,1992,70 years 09 months,820000,,,,,,,,
2020-11,BISHAN,EXECUTIVE,212,BISHAN ST 23,07 TO 09,Maisonette,1992,70 years 07 months,950000,,,,,,,,
2020-12,BISHAN,3 ROOM,105,BISHAN ST 12,01 TO 03,Simplified,1985,64 years 01 month,328000,,,,,,,,
2020-12,BISHAN,3 ROOM,195,BISHAN ST 13,04 TO 06,Simplified,1988,66 years 02 months,393000,,,,,,,,
2020-12,BISHAN,3 ROOM,308,SHUNFU RD,07 TO 09,New Generation,1984,63 years 01 month,468000,,,,,,,,
2020-12,BISHAN,3 ROOM,306,SHUNFU RD,04 TO 06,New Generation,1985,63 years 02 months,410000,,,,,,,,
2020-12,BISHAN,3 ROOM,403,SIN MING AVE,10 TO 12,Simplified,1986,64 years 09 months,390000,,,,,,,,
2020-12,BISHAN,3 ROOM,22,SIN MING RD,10 TO 12,Improved,1973,51 years 11 months,263000,,,,,,,,
2020-12,BISHAN,3 ROOM,24,SIN MING RD,07 TO 09,Improved,1973,51 years 10 months,265000,,,,,,,,
2020-12,BISHAN,3 ROOM,24,SIN MING RD,07 TO 09,Improved,1973,51 years 10 months,275000,,,,,,,,
2020-12,BISHAN,4 ROOM,114,BISHAN ST 12,10 TO 12,Simplified,1986,64 years 02 months,520000,,,,,,,,
2020-12,BISHAN,4 ROOM,138,BISHAN ST 12,04 TO 06,Simplified,1987,65 years 08 months,450000,,,,,,,,
2020-12,BISHAN,4 ROOM,144,BISHAN ST 12,01 TO 03,Model A,1988,66 years 09 months,480000,,,,,,,,
2020-12,BISHAN,4 ROOM,122,BISHAN ST 12,01 TO 03,Model A,1986,64 years 04 months,500000,,,,,,,,
2020-12,BISHAN,4 ROOM,108,BISHAN ST 12,01 TO 03,Simplified,1985,63 years 11 months,500000,,,,,,,,
2020-12,BISHAN,4 ROOM,124,BISHAN ST 12,10 TO 12,Simplified,1987,65 years 07 months,499998,,,,,,,,
2020-12,BISHAN,4 ROOM,130,BISHAN ST 12,04 TO 06,Simplified,1986,64 years 04 months,485000,,,,,,,,
2020-12,BISHAN,4 ROOM,114,BISHAN ST 12,10 TO 12,Simplified,1986,64 years 02 months,516000,,,,,,,,
2020-12,BISHAN,4 ROOM,106,BISHAN ST 12,10 TO 12,Simplified,1985,63 years 11 months,492000,,,,,,,,
2020-12,BISHAN,4 ROOM,184,BISHAN ST 13,01 TO 03,Simplified,1988,66 years 03 months,530000,,,,,,,,
2020-12,BISHAN,4 ROOM,167,BISHAN ST 13,04 TO 06,Simplified,1988,66 years 10 months,445000,,,,,,,,
2020-12,BISHAN,4 ROOM,154,BISHAN ST 13,07 TO 09,Simplified,1987,66 years 01 month,438000,,,,,,,,
2020-12,BISHAN,4 ROOM,167,BISHAN ST 13,04 TO 06,Simplified,1988,66 years 09 months,440000,,,,,,,,
2020-12,BISHAN,4 ROOM,253,BISHAN ST 22,01 TO 03,Model A,1992,70 years 09 months,548000,,,,,,,,
2020-12,BISHAN,4 ROOM,233,BISHAN ST 22,07 TO 09,Model A,1992,70 years 06 months,590000,,,,,,,,
2020-12,BISHAN,4 ROOM,253,BISHAN ST 22,01 TO 03,Model A,1992,70 years 09 months,520000,,,,,,,,
2020-12,BISHAN,4 ROOM,249,BISHAN ST 22,01 TO 03,Model A,1992,70 years 08 months,525000,,,,,,,,
2020-12,BISHAN,4 ROOM,249,BISHAN ST 22,04 TO 06,Model A,1992,70 years 08 months,578000,,,,,,,,
2020-12,BISHAN,4 ROOM,259,BISHAN ST 22,04 TO 06,Model A,1992,70 years 08 months,525000,,,,,,,,
2020-12,BISHAN,4 ROOM,243,BISHAN ST 22,07 TO 09,Model A,1992,70 years 08 months,580000,,,,,,,,
2020-12,BISHAN,4 ROOM,204,BISHAN ST 23,04 TO 06,Model A,1992,70 years 05 months,570000,,,,,,,,
2020-12,BISHAN,4 ROOM,230,BISHAN ST 23,07 TO 09,Model A,1992,70 years 05 months,570000,,,,,,,,
2020-12,BISHAN,4 ROOM,268,BISHAN ST 24,10 TO 12,Model A,1992,70 years 09 months,650000,,,,,,,,
2020-12,BISHAN,4 ROOM,267,BISHAN ST 24,07 TO 09,Model A,1992,70 years 08 months,570000,,,,,,,,
2020-12,BISHAN,4 ROOM,269,BISHAN ST 24,19 TO 21,Model A,1992,70 years 08 months,652000,,,,,,,,
2020-12,BISHAN,4 ROOM,291,BISHAN ST 24,04 TO 06,Premium Apartment,1998,76 years 06 months,560000,,,,,,,,
2020-12,BISHAN,4 ROOM,289,BISHAN ST 24,01 TO 03,Premium Apartment,1998,76 years 06 months,515000,,,,,,,,
2020-12,BISHAN,4 ROOM,441,SIN MING AVE,10 TO 12,Model A,1990,68 years 03 months,570000,,,,,,,,
2020-12,BISHAN,4 ROOM,449,SIN MING AVE,01 TO 03,Model A,1990,68 years 04 months,540000,,,,,,,,
2020-12,BISHAN,5 ROOM,149,BISHAN ST 11,04 TO 06,Improved,1987,65 years 02 months,660000,,,,,,,,
2020-12,BISHAN,5 ROOM,140,BISHAN ST 12,07 TO 09,Improved,1988,66 years 09 months,698000,,,,,,,,
2020-12,BISHAN,5 ROOM,135,BISHAN ST 12,10 TO 12,Improved,1987,65 years 07 months,723000,,,,,,,,
2020-12,BISHAN,5 ROOM,125,BISHAN ST 12,04 TO 06,Improved,1987,65 years 07 months,670000,,,,,,,,
2020-12,BISHAN,5 ROOM,136,BISHAN ST 12,07 TO 09,Improved,1987,66 years,655000,,,,,,,,
2020-12,BISHAN,5 ROOM,141,BISHAN ST 12,07 TO 09,Improved,1988,66 years 08 months,678500,,,,,,,,
2020-12,BISHAN,5 ROOM,142,BISHAN ST 12,07 TO 09,Improved,1988,66 years 08 months,780000,,,,,,,,
2020-12,BISHAN,5 ROOM,194,BISHAN ST 13,07 TO 09,Improved,1987,65 years 06 months,820000,,,,,,,,
2020-12,BISHAN,5 ROOM,155,BISHAN ST 13,13 TO 15,Improved,1987,66 years,763888,,,,,,,,
2020-12,BISHAN,5 ROOM,157,BISHAN ST 13,13 TO 15,Improved,1988,66 years 02 months,780000,,,,,,,,
2020-12,BISHAN,5 ROOM,153,BISHAN ST 13,01 TO 03,Improved,1987,65 years 10 months,608000,,,,,,,,
2020-12,BISHAN,5 ROOM,163,BISHAN ST 13,13 TO 15,Improved,1988,66 years 08 months,758000,,,,,,,,
2020-12,BISHAN,5 ROOM,192,BISHAN ST 13,01 TO 03,Improved,1987,65 years 08 months,625000,,,,,,,,
2020-12,BISHAN,5 ROOM,182,BISHAN ST 13,07 TO 09,Improved,1987,65 years 07 months,790000,,,,,,,,
2020-12,BISHAN,5 ROOM,237,BISHAN ST 22,04 TO 06,Improved,1992,70 years 05 months,840000,,,,,,,,
2020-12,BISHAN,5 ROOM,242,BISHAN ST 22,07 TO 09,Improved,1992,70 years 08 months,880800,,,,,,,,
2020-12,BISHAN,5 ROOM,237,BISHAN ST 22,04 TO 06,Improved,1992,70 years 05 months,810000,,,,,,,,
2020-12,BISHAN,5 ROOM,275A,BISHAN ST 24,34 TO 36,DBSS,2011,89 years 09 months,1180000,,,,,,,,
2020-12,BISHAN,5 ROOM,275A,BISHAN ST 24,37 TO 39,DBSS,2011,89 years 09 months,1075000,,,,,,,,
2020-12,BISHAN,5 ROOM,273B,BISHAN ST 24,25 TO 27,DBSS,2011,89 years 09 months,1218888,,,,,,,,
2020-12,BISHAN,5 ROOM,447,BRIGHT HILL DR,13 TO 15,Improved,1990,68 years 02 months,715000,,,,,,,,
2020-12,BISHAN,5 ROOM,312,SHUNFU RD,10 TO 12,Improved,1985,63 years 07 months,730000,,,,,,,,
2020-12,BISHAN,5 ROOM,453,SIN MING AVE,10 TO 12,Improved,1990,68 years 03 months,700000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,134,BISHAN ST 12,10 TO 12,Apartment,1986,65 years,908000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,102,BISHAN ST 12,22 TO 24,Maisonette,1987,65 years 01 month,980000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,174,BISHAN ST 13,01 TO 03,Maisonette,1986,65 years,850000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,160,BISHAN ST 13,01 TO 03,Maisonette,1987,65 years 09 months,825000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,186,BISHAN ST 13,01 TO 03,Maisonette,1987,65 years 09 months,905000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,190,BISHAN ST 13,19 TO 21,Maisonette,1987,65 years 02 months,1058000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,186,BISHAN ST 13,04 TO 06,Maisonette,1987,65 years 08 months,908888,,,,,,,,
2020-12,BISHAN,EXECUTIVE,257,BISHAN ST 22,07 TO 09,Maisonette,1992,70 years 09 months,860000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,245,BISHAN ST 22,04 TO 06,Maisonette,1992,70 years 09 months,860000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,231,BISHAN ST 23,04 TO 06,Maisonette,1992,70 years 05 months,910000,,,,,,,,
2020-12,BISHAN,EXECUTIVE,212,BISHAN ST 23,01 TO 03,Maisonette,1992,70 years 05 months,880000,,,,,,,,
